X,Y,OBJECTID,ATT_ID,PROGRAM_CO,PARTNER_CO,AT_CODE,Status_INPIIRoadsProjects_Line,Name_INPIIRoadsProject_Line,ACTIVITY_D,ACTIVITY_C,LOCATION_C,USAID_CONT,START_DATE,PLANNED_CO,ACTUAL_COM,TOTAL_COST,PERCENT_CO,MALE_BENEF,FEMALE_BEN,MALE_BEN_1,FEMALE_B_1,DATE_TIME_,INPUTTING_,DATE_TIME1,LAST_MODIF,LOCATION_N,GOV_NAME,WBG_CODE,LAST_ON_SI,PLANNED__1,PARTNER_RE,PERMANENT_,PERMANENT1,SubPartner,RECIPIENT,SLOT,Low_FY,High_FY,Number_of_,Temporary_,Temporary1,Male_Ben_2,Female_B_2,Male_Ben_3,Female_B_3,Male_Ben_4,Female_B_4,Temporar_1,Temporar_2,Male_Ben_5,Female_B_5,Male_Ben_6,Female_B_6,Male_Ben_7,Female_B_7,Program__1,Program__2,Total_Co_1,Other_Cont,Location_L,Coordinate,Xcoord,Ycoord,Certifying,Last_Date_,SO_Code,SO_Name,Office,Office_Nam,AT_NAME,AT_SHORT_N,SUBSECTOR_,SUBSECTOR1,SECTOR_COD,SECTOR_NAM,PARTNER_NA,Program_Na,Program_Ty,Program_St,PE_Code,PE_Name,Activity_1,Activity_2,Region_Cod,Region_Nam,PA_Code,PA_Name,Objective_,Objective1,Objectiv_1,Number_of1,Recipient_,Recipient1,Recipien_1,Subpartn_1
3925677.305,3791864.203,94007,24720,INPII_APCO,BV-SPC,A051,Constructed,Nablus-Beit Iba-Deir Sharaf," Construction of a total of 5,450.00 LM of Nablus - Beit Iba - Deir Sharaf Road (Sta. 0+00 to Sta. 5+450 - Segment A). 
 Construction of a total of 272.00 LM of Nablus - Beit Iba - Deir Sharaf Road (Sta. 0+00 to Sta. -0+272 Deir Sharaf Roundabout Segme",,150920,14329926,12/3/13,5/31/15,5/31/15,2000000,100,0,0,0,0,1/19/14,INPIIU2,4/7/16,INP2APCO,Nablus,Nablus,WB,4/2/15,11/3/14,HIMII TO 13-14,0,0,Brothers_CC,,1,FY14,FY15,2,1145,27255,0,0,0,0,0,0,1165,27733,0,0,0,0,0,0,NA,NA,14329926,0,Village,Automatic,0,0,amasri,9/11/15,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,3,,,,Brothers Company for Contracting
3931915.734,3823053.835,257209,27214,INP_Morg,BV-SPC,A051,Constructed,Qabatiya Al Jalama,"Construction of an approximately 14.2 km two-lane rural collector road in Area C including the
following features:
- Paved shoulders
- Four (4) roundabouts with lighting
- New storm water drainage system
- Retaining structures
- Roadway marking signs and",,10340,14174117,5/18/15,5/11/16,6/16/16,14188396,60,0,0,0,0,7/5/15,INP2MORG,4/7/16,INP2MORG,Qabatiya,Jenin,WB,7/30/15,5/11/16,TO 15-00005,0,0,,,-1,FY15,FY16,2,953,22672,0,0,0,0,0,0,1008,24000,0,0,0,0,0,0,NA,NA,14174117,0,Village,GPS,35.321,32.454,,,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INP Morganti,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,0,,,,
3922564.897,3744423.197,36809,23619,INPII_APCO,BV-SPC,A051,Constructed,Qalandiya-Jabaa Road Safety Enhancement,"Qalandiya-Jabaa Road Safety Enhancement: Upgrade safety measures for the existing Qalandiya-Jabaa Road with a total length of 2.13 km, including 591 LM of milled and overlaid stretch. The road is a three-lane arterial road located within the Governorate",,CLU011,597720,4/15/13,8/26/13,8/26/13,805046,100,0,0,0,0,6/4/13,INPIIU2,6/29/15,smassis,Any Partner - Jerusalem,Jerusalem,WB,10/23/13,8/12/13,TO 13-00004,0,0,Shaltaf,,-1,FY13,FY13,1,26,622,0,0,0,0,0,0,54,1286,0,0,0,0,0,0,NA,NA,597720,0,Gov,GPS,35.237,31.856,smassis,6/29/15,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,3,,,,Shaltaf General Contractors Company
3918168.89,3748136.701,288807,27782,LCP_SAK,BV-SPC,A051,Constructed,Ramallah - Rafat,"The rehabilitation of the 2.2 km section of the road includes the reconstruction of 1.7 km of the Ramallah-Rafat southern entrance. Improvements will include the construction of two lane road with shoulders, sidewalks, drainage system upgrades, retaining",,401870,2696961,10/9/15,4/25/16,7/4/16,2696961,30,0,0,41696,40061,10/20/15,LCPSAK1,4/7/16,LCPSAK1,Rafat,Jerusalem,WB,,4/25/16,TO 15-00011,0,0,Khoudary,,-1,FY16,FY16,1,166,3949,0,0,0,0,0,0,157,3740,19697,18925,6580,6322,15419,14814,NA,NA,2696961,0,Village,GPS,35.19751,31.88433,,,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,Local Construction Program with Saka,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,0,,,,Saqqa and Khoudary Co.
3903943.595,3685965.794,94004,24718,INPII_APCO,BV-SPC,A051,Constructed,Samu-Yatta Road,"Samu'-Yatta Road. Reconstructing a total of 4392.00 LM and Milling and Overlay a total of 764.00 LM:                    
- Segment A: Reconstructing a total of 4150.00 LM and Milling and Overlay a total of 568.00 LM.                                   
-",,503120,2760036,11/1/13,9/28/14,9/28/14,2240867,100,43179,41485,43179,41485,1/19/14,INPIIU2,3/7/16,Smassis,Yatta,Hebron,WB,10/1/14,7/28/14,HIMII TO 13-12,0,0,Al Fakher,,-1,FY14,FY14,1,348,8277,20398,19598,6814,6546,15967,15341,315,7497,20398,19598,6814,6546,15967,15341,NA,NA,2760036,0,Village,GPS,35.069722,31.408889,Smassis,3/7/16,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,2,,,,Al Fakher General Contracting Company
3926200.814,3766875.408,92404,24688,INPII_APCO,BV-SPC,A051,Constructed,Sinjil Main Entance Road,"Sinjil Main Entrance Road Project is located in Ramallah Governorate.The road links Sinjil Village to Highway 60, the main regional transport route connecting the northern and southern West Bank. Since 2001, shortly after the outbreak of the second Intif",,301500,2576206,11/6/13,2/28/16,2/29/16,2063449,90,8999,8646,8999,8646,1/12/14,INPIIU2,4/7/16,INP2APCO,Sinjil,Ramallah & Al Bireh,WB,7/28/15,7/3/14,HIMII TO 13-11,0,0,Al Amjad,,-1,FY14,FY16,3,345,8203,4251,4084,1420,1364,3328,3197,220,5226,4251,4084,1420,1364,3328,3197,NA,NA,2576206,0,Village,GPS,35.269662,32.027153,amasri,10/23/15,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,Al Amjad Al Arabia for Contracting and General Construction
3922014.2,3760981.152,92405,24689,INPII_APCO,BV-SPC,A051,Constructed,Wadi Al Balat Road,"Wadi Albalat Road:Reconstructing a total of 2,235 LM in addition to 4,380 LM Safety Enhancement of Wadi Al Balat Road which is a two-lane regional road that connects Ramallah with North Governorates.
",,CLU009,2696588,11/6/13,10/7/14,10/7/14,2616457,100,0,0,0,0,1/12/14,INPIIU2,11/1/15,INP2APCO,Any Partner -  Ramallah,Ramallah & Al Bireh,WB,9/22/14,7/3/14,HIMII TO 13-11,0,0,TARIFI,,-1,FY14,FY15,2,309,7363,0,0,0,0,0,0,276,6563,0,0,0,0,0,0,NA,NA,2696588,0,Gov,GPS,35.232053,31.982252,amasri,9/11/15,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,TARIFI Contracting
3927574.274,3729884.263,36404,23612,INPII_APCO,BV-SPC,A051,Constructed,Wadi Al Jeer-Al Sawahira Al Sharqiya Road (Segment A),Wadi Al-Jeer Al-Sawahira Al Sharqiya (Segment A): Upgrade a total of 2.883 km (Segment A) of the Wadi Al JeerAl Sawahira Al Sharqiya Road. Segment A is a two lane arterial road located in the vicinity of the of Al Sawahira Al Sharqiya town within the Go,,CLU011,3926336,4/15/13,12/20/13,12/26/13,3448432,100,0,0,0,0,6/3/13,INPIIU2,6/29/15,smassis,Any Partner - Jerusalem,Jerusalem,WB,1/14/14,11/10/13,TO 13-00004,0,0,TARIFI,,-1,FY13,FY14,2,181,4296,0,0,0,0,0,0,287,6812,0,0,0,0,0,0,NA,NA,3926336,0,Gov,GPS,35.282,31.745,smassis,6/29/15,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,TARIFI Contracting
3927574.274,3729884.263,36806,23616,INPII_APCO,BV-SPC,A051,Constructed,Wadi Al Jeer-Al Sawahira Al Sharqiya Road (Segment B),Wadi Al Jeer-Al Sawahira Al Sharqiya Road (Segment B): Upgrade a total of 0.972 km (Segment B) of the Wadi Al JeerAl Sawahira Al Sharqiya Road. Wadi Al Jeer-Al Sawahira Al Sharqiya Road (Segment B) is a one-lane road that intersects with Wadi Al Jeer-Al,,CLU011,618116,4/15/13,10/12/13,10/7/13,657584,100,0,0,0,0,6/4/13,INPIIU2,6/29/15,smassis,Any Partner - Jerusalem,Jerusalem,WB,10/29/13,9/11/13,TO 13-00004,0,0,TGCGC,,-1,FY13,FY14,2,106,2524,0,0,0,0,0,0,124,2962,0,0,0,0,0,0,NA,NA,618116,0,Gov,GPS,35.282,31.745,smassis,6/29/15,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,Technical Group Company for General Contracting
3927685.594,3727528.241,36808,23618,INPII_APCO,BV-SPC,A051,Constructed,Wadi Al Nar Road (Segment V),Wadi Al Nar Road (Segment V): Milling and Overlay of 1.082 km of the Wadi Al Nar (Segment V) Road. In addition to safety enhancement (milling and road marking) for 0.83 km. The road is a two-lane regional road that connects the Northern districts of the,,CLU012,1230514,4/15/13,10/9/13,10/7/13,1113872,100,0,0,0,0,6/4/13,INPIIU2,6/29/15,smassis,Any Partner -  Bethlehem,Bethlehem,WB,10/29/13,9/11/13,TO 13-0004,0,0,TGCGC,,-1,FY13,FY14,2,70,1678,0,0,0,0,0,0,138,3286,0,0,0,0,0,0,NA,NA,1230514,0,Gov,GPS,35.283,31.727,smassis,6/29/15,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,2,,,,Technical Group Company for General Contracting
,,,,,,,Design Complete,Al Badhan Al Nassariya Road,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Design Complete,Al Bira Southern Entrance Road ,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Design Complete,Al Mostanbat (Road No 90 Al Jama'yah) Road ,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Design Complete,Al Nabi Saleh-Beit Reema-Deir Ghassaneh Road ,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Design Complete,Beit 'Enan Um Allahem Al Qbeba Road,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Design Complete,Dura Al Qar'a - Ein Yabrood Road,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Design Complete,Hebron Industrial Zone Road - Milling and Overlay ,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Design Complete,Za'tara Main Road ,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ongoing,Hebron Northern Entrance,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ongoing,Hebron Southern Entrance Road,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Al Dahiriya-Al Rahwa Road ,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Al Yamun Main Road,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Al Yasirya Road - Beit Awwa-Deir Samit,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Bani N'eem - Sa'eer- Al ÔUddeisa,ROAD - M&O,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Beit Iksa Main Entrance Road,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Hajja Al Fondoq & Jansafout Entrance Road,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Hebron Beit Kahel Linking Road,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Irtas North Entrance Road ,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Khalyel Alloz Abu Njeem Road,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Na'leen - Qibya-Shoqba-Rantees Road,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Qabatiya Main Road,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Sabastiya Linking Road,ROAD - M&O,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Southern Road to Jbara Checkpoint,ROAD - M&O,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tender Ready,Wadi Al Qalt Al Quds Road,ROAD ,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
